stage_id	tool_id	decision_mode	correctness_signal	result_ids	report_row_ids	corpus_ids	report_sections	row_statuses	score_status	truth_correctness_score	truth_correctness_basis	contract_correctness_score	contract_correctness_basis	retained_reads	dropped_reads	runtime_seconds	runtime_source	observed_memory_mb	declared_memory_mb	memory_source	failure_class	micro_execution_status	score_weight_coverage	score_total	evidence_paths	reason
fastq.trim_reads	fastp	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_reads:sample-set:fastp	fastq:corpus-01-mini:fastq.trim_reads:sample-set:fastp	corpus-01-mini	read_cleanup	present	scored	1.000000	retained_fraction	1.000000	trim_reads smoke cases preserve the governed output-count surface	6	0		not_available			evidence_report	none	succeeded	0.750000	1.000000	/Users/bijan/bijux/bijux-genomics/runs/bench/local-smoke/fastq.trim_reads/report.json	scored from 1 real evidence surface(s) with micro execution status `succeeded` and memory source `evidence_report`
fastq.trim_reads	fastx_clipper	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_reads:sample-set:fastx_clipper	fastq:corpus-01-mini:fastq.trim_reads:sample-set:fastx_clipper	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_reads` / `fastx_clipper`
fastq.trim_reads	leehom	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_reads:sample-set:leehom	fastq:corpus-01-mini:fastq.trim_reads:sample-set:leehom	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_reads` / `leehom`
fastq.trim_reads	prinseq	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_reads:sample-set:prinseq	fastq:corpus-01-mini:fastq.trim_reads:sample-set:prinseq	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_reads` / `prinseq`
fastq.trim_reads	seqkit	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_reads:sample-set:seqkit	fastq:corpus-01-mini:fastq.trim_reads:sample-set:seqkit	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_reads` / `seqkit`
fastq.trim_reads	skewer	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_reads:sample-set:skewer	fastq:corpus-01-mini:fastq.trim_reads:sample-set:skewer	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_reads` / `skewer`
fastq.trim_reads	trim_galore	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_reads:sample-set:trim_galore	fastq:corpus-01-mini:fastq.trim_reads:sample-set:trim_galore	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_reads` / `trim_galore`
fastq.trim_reads	trimmomatic	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_reads:sample-set:trimmomatic	fastq:corpus-01-mini:fastq.trim_reads:sample-set:trimmomatic	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_reads` / `trimmomatic`
fastq.trim_terminal_damage	adapterremoval	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_terminal_damage:sample-set:adapterremoval	fastq:corpus-01-mini:fastq.trim_terminal_damage:sample-set:adapterremoval	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_terminal_damage` / `adapterremoval`
fastq.trim_terminal_damage	cutadapt	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_terminal_damage:sample-set:cutadapt	fastq:corpus-01-mini:fastq.trim_terminal_damage:sample-set:cutadapt	corpus-01-mini	read_cleanup	present	scored	1.000000	retained_fraction	1.000000	terminal-damage trimming report preserves the governed output count surface	2	0		not_available		8192.000000	declared_stage_tool_resource	none	succeeded	0.750000	1.000000	/Users/bijan/bijux/bijux-genomics/runs/bench/local-smoke/fastq.trim_terminal_damage/metrics.json	scored from 1 real evidence surface(s) with micro execution status `succeeded` and memory source `declared_stage_tool_resource`
fastq.trim_terminal_damage	seqkit	multi_tool_ranking	output_contract	fastq:corpus-01-mini:fastq.trim_terminal_damage:sample-set:seqkit	fastq:corpus-01-mini:fastq.trim_terminal_damage:sample-set:seqkit	corpus-01-mini	read_cleanup	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.trim_terminal_damage` / `seqkit`
fastq.validate_reads	fastq_scan	multi_tool_ranking	scientific_comparable_metrics	fastq:corpus-01-mini:fastq.validate_reads:sample-set:fastq_scan	fastq:corpus-01-mini:fastq.validate_reads:sample-set:fastq_scan	corpus-01-mini	input_readiness	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.validate_reads` / `fastq_scan`
fastq.validate_reads	fastqc	multi_tool_ranking	scientific_comparable_metrics	fastq:corpus-01-mini:fastq.validate_reads:sample-set:fastqc	fastq:corpus-01-mini:fastq.validate_reads:sample-set:fastqc	corpus-01-mini	input_readiness	present	insufficient_evidence								not_available		8192.000000	declared_stage_tool_resource	insufficient_data	succeeded	0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.validate_reads` / `fastqc`
fastq.validate_reads	fastqvalidator	multi_tool_ranking	scientific_comparable_metrics	fastq:corpus-01-mini:fastq.validate_reads:sample-set:fastqvalidator	fastq:corpus-01-mini:fastq.validate_reads:sample-set:fastqvalidator	corpus-01-mini	input_readiness	present	scored	1.000000	validation_pass_fraction	1.000000	validation smoke report covers every governed case without missing outputs	6	0		not_available		8192.000000	declared_stage_tool_resource	none	succeeded	0.750000	1.000000	/Users/bijan/bijux/bijux-genomics/runs/bench/local-smoke/fastq.validate_reads/report.json	scored from 1 real evidence surface(s) with micro execution status `succeeded` and memory source `declared_stage_tool_resource`
fastq.validate_reads	fqtools	multi_tool_ranking	scientific_comparable_metrics	fastq:corpus-01-mini:fastq.validate_reads:sample-set:fqtools	fastq:corpus-01-mini:fastq.validate_reads:sample-set:fqtools	corpus-01-mini	input_readiness	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.validate_reads` / `fqtools`
fastq.validate_reads	seqtk	multi_tool_ranking	scientific_comparable_metrics	fastq:corpus-01-mini:fastq.validate_reads:sample-set:seqtk	fastq:corpus-01-mini:fastq.validate_reads:sample-set:seqtk	corpus-01-mini	input_readiness	present	insufficient_evidence								not_available			not_available	insufficient_data		0.000000			the stage completed but the benchmark evidence is not strong enough to rank tools; no real FASTQ smoke or micro evidence row was found for `fastq.validate_reads` / `seqtk`
